idx_hr,hr,d
1497,hr10,d63
1498,hr11,d63
1499,hr12,d63
1500,hr13,d63
1501,hr14,d63
1502,hr15,d63
1503,hr16,d63
1504,hr17,d63
1505,hr18,d63
1506,hr19,d63
1507,hr20,d63
1508,hr21,d63
1509,hr22,d63
1510,hr23,d63
1511,hr24,d63
1512,hr1,d64
1513,hr2,d64
1514,hr3,d64
1515,hr4,d64
1516,hr5,d64
1517,hr6,d64
1518,hr7,d64
1519,hr8,d64
1520,hr9,d64
1521,hr10,d64
1522,hr11,d64
1523,hr12,d64
1524,hr13,d64
1525,hr14,d64
1526,hr15,d64
1527,hr16,d64
1528,hr17,d64
1529,hr18,d64
1530,hr19,d64
1531,hr20,d64
1532,hr21,d64
1533,hr22,d64
1534,hr23,d64
1535,hr24,d64
1536,hr1,d65
1537,hr2,d65
1538,hr3,d65
1539,hr4,d65
1540,hr5,d65
1541,hr6,d65
1542,hr7,d65
1543,hr8,d65
1544,hr9,d65
1545,hr10,d65
1546,hr11,d65
1547,hr12,d65
1548,hr13,d65
1549,hr14,d65
1550,hr15,d65
1551,hr16,d65
1552,hr17,d65
1553,hr18,d65
1554,hr19,d65
1555,hr20,d65
1556,hr21,d65
1557,hr22,d65
1558,hr23,d65
1559,hr24,d65
1560,hr1,d66
1561,hr2,d66
1562,hr3,d66
1563,hr4,d66
1564,hr5,d66
1565,hr6,d66
1566,hr7,d66
1567,hr8,d66
1568,hr9,d66
1569,hr10,d66
1570,hr11,d66
1571,hr12,d66
1572,hr13,d66
1573,hr14,d66
1574,hr15,d66
1575,hr16,d66
1576,hr17,d66
1577,hr18,d66
1578,hr19,d66
1579,hr20,d66
1580,hr21,d66
1581,hr22,d66
1582,hr23,d66
1583,hr24,d66
1584,hr1,d67
1585,hr2,d67
1586,hr3,d67
1587,hr4,d67
1588,hr5,d67
1589,hr6,d67
1590,hr7,d67
1591,hr8,d67
1592,hr9,d67
1593,hr10,d67
1594,hr11,d67
1595,hr12,d67
1596,hr13,d67
1597,hr14,d67
1598,hr15,d67
1599,hr16,d67
1600,hr17,d67
1601,hr18,d67
1602,hr19,d67
1603,hr20,d67
1604,hr21,d67
1605,hr22,d67
1606,hr23,d67
1607,hr24,d67
1608,hr1,d68
1609,hr2,d68
1610,hr3,d68
1611,hr4,d68
1612,hr5,d68
1613,hr6,d68
1614,hr7,d68
1615,hr8,d68
1616,hr9,d68
1617,hr10,d68
1618,hr11,d68
1619,hr12,d68
1620,hr13,d68
1621,hr14,d68
1622,hr15,d68
1623,hr16,d68
1624,hr17,d68
1625,hr18,d68
1626,hr19,d68
1627,hr20,d68
1628,hr21,d68
1629,hr22,d68
1630,hr23,d68
1631,hr24,d68
1632,hr1,d69
1633,hr2,d69
1634,hr3,d69
1635,hr4,d69
1636,hr5,d69
1637,hr6,d69
1638,hr7,d69
1639,hr8,d69
1640,hr9,d69
1641,hr10,d69
1642,hr11,d69
1643,hr12,d69
1644,hr13,d69
1645,hr14,d69
1646,hr15,d69
1647,hr16,d69
1648,hr17,d69
1649,hr18,d69
1650,hr19,d69
1651,hr20,d69
1652,hr21,d69
1653,hr22,d69
1654,hr23,d69
1655,hr24,d69
1656,hr1,d70
1657,hr2,d70
1658,hr3,d70
1659,hr4,d70
1660,hr5,d70
1661,hr6,d70
1662,hr7,d70
1663,hr8,d70
1664,hr9,d70
1665,hr10,d70
1666,hr11,d70
1667,hr12,d70
1668,hr13,d70
1669,hr14,d70
1670,hr15,d70
1671,hr16,d70
1672,hr17,d70
1673,hr18,d70
1674,hr19,d70
1675,hr20,d70
1676,hr21,d70
1677,hr22,d70
1678,hr23,d70
1679,hr24,d70
1680,hr1,d71
1681,hr2,d71
1682,hr3,d71
1683,hr4,d71
1684,hr5,d71
1685,hr6,d71
1686,hr7,d71
1687,hr8,d71
1688,hr9,d71
1689,hr10,d71
1690,hr11,d71
1691,hr12,d71
1692,hr13,d71
1693,hr14,d71
1694,hr15,d71
1695,hr16,d71
1696,hr17,d71
1697,hr18,d71
1698,hr19,d71
1699,hr20,d71
1700,hr21,d71
1701,hr22,d71
1702,hr23,d71
1703,hr24,d71
1704,hr1,d72
1705,hr2,d72
1706,hr3,d72
1707,hr4,d72
1708,hr5,d72
1709,hr6,d72
1710,hr7,d72
1711,hr8,d72
1712,hr9,d72
1713,hr10,d72
1714,hr11,d72
1715,hr12,d72
1716,hr13,d72
1717,hr14,d72
1718,hr15,d72
1719,hr16,d72
1720,hr17,d72
1721,hr18,d72
1722,hr19,d72
1723,hr20,d72
1724,hr21,d72
1725,hr22,d72
1726,hr23,d72
1727,hr24,d72
1728,hr1,d73
1729,hr2,d73
1730,hr3,d73
1731,hr4,d73
1732,hr5,d73
1733,hr6,d73
1734,hr7,d73
1735,hr8,d73
1736,hr9,d73
1737,hr10,d73
1738,hr11,d73
1739,hr12,d73
1740,hr13,d73
1741,hr14,d73
1742,hr15,d73
1743,hr16,d73
1744,hr17,d73
1745,hr18,d73
1746,hr19,d73
1747,hr20,d73
1748,hr21,d73
1749,hr22,d73
1750,hr23,d73
1751,hr24,d73
1752,hr1,d74
1753,hr2,d74
1754,hr3,d74
1755,hr4,d74
1756,hr5,d74
1757,hr6,d74
1758,hr7,d74
1759,hr8,d74
1760,hr9,d74
1761,hr10,d74
1762,hr11,d74
1763,hr12,d74
1764,hr13,d74
1765,hr14,d74
1766,hr15,d74
1767,hr16,d74
1768,hr17,d74
1769,hr18,d74
1770,hr19,d74
1771,hr20,d74
1772,hr21,d74
1773,hr22,d74
1774,hr23,d74
1775,hr24,d74
1776,hr1,d75
1777,hr2,d75
1778,hr3,d75
1779,hr4,d75
1780,hr5,d75
1781,hr6,d75
1782,hr7,d75
1783,hr8,d75
1784,hr9,d75
1785,hr10,d75
1786,hr11,d75
1787,hr12,d75
1788,hr13,d75
1789,hr14,d75
1790,hr15,d75
1791,hr16,d75
1792,hr17,d75
1793,hr18,d75
1794,hr19,d75
1795,hr20,d75
1796,hr21,d75
1797,hr22,d75
1798,hr23,d75
1799,hr24,d75
1800,hr1,d76
1801,hr2,d76
1802,hr3,d76
1803,hr4,d76
1804,hr5,d76
1805,hr6,d76
1806,hr7,d76
1807,hr8,d76
1808,hr9,d76
1809,hr10,d76
1810,hr11,d76
1811,hr12,d76
1812,hr13,d76
1813,hr14,d76
1814,hr15,d76
1815,hr16,d76
1816,hr17,d76
1817,hr18,d76
1818,hr19,d76
1819,hr20,d76
1820,hr21,d76
1821,hr22,d76
1822,hr23,d76
1823,hr24,d76
1824,hr1,d77
1825,hr2,d77
1826,hr3,d77
1827,hr4,d77
1828,hr5,d77
1829,hr6,d77
1830,hr7,d77
1831,hr8,d77
1832,hr9,d77
1833,hr10,d77
1834,hr11,d77
1835,hr12,d77
1836,hr13,d77
1837,hr14,d77
1838,hr15,d77
1839,hr16,d77
1840,hr17,d77
1841,hr18,d77
1842,hr19,d77
1843,hr20,d77
1844,hr21,d77
1845,hr22,d77
1846,hr23,d77
1847,hr24,d77
1848,hr1,d78
1849,hr2,d78
1850,hr3,d78
1851,hr4,d78
1852,hr5,d78
1853,hr6,d78
1854,hr7,d78
1855,hr8,d78
1856,hr9,d78
1857,hr10,d78
1858,hr11,d78
1859,hr12,d78
1860,hr13,d78
1861,hr14,d78
1862,hr15,d78
1863,hr16,d78
1864,hr17,d78
1865,hr18,d78
1866,hr19,d78
1867,hr20,d78
1868,hr21,d78
1869,hr22,d78
1870,hr23,d78
1871,hr24,d78
1872,hr1,d79
1873,hr2,d79
1874,hr3,d79
1875,hr4,d79
1876,hr5,d79
1877,hr6,d79
1878,hr7,d79
1879,hr8,d79
1880,hr9,d79
1881,hr10,d79
1882,hr11,d79
1883,hr12,d79
1884,hr13,d79
1885,hr14,d79
1886,hr15,d79
1887,hr16,d79
1888,hr17,d79
1889,hr18,d79
1890,hr19,d79
1891,hr20,d79
1892,hr21,d79
1893,hr22,d79
1894,hr23,d79
1895,hr24,d79
1896,hr1,d80
1897,hr2,d80
1898,hr3,d80
1899,hr4,d80
1900,hr5,d80
1901,hr6,d80
1902,hr7,d80
1903,hr8,d80
1904,hr9,d80
1905,hr10,d80
1906,hr11,d80
1907,hr12,d80
1908,hr13,d80
1909,hr14,d80
1910,hr15,d80
1911,hr16,d80
1912,hr17,d80
1913,hr18,d80
1914,hr19,d80
1915,hr20,d80
1916,hr21,d80
1917,hr22,d80
1918,hr23,d80
1919,hr24,d80
1920,hr1,d81
1921,hr2,d81
1922,hr3,d81
1923,hr4,d81
1924,hr5,d81
1925,hr6,d81
1926,hr7,d81
1927,hr8,d81
1928,hr9,d81
1929,hr10,d81
1930,hr11,d81
1931,hr12,d81
1932,hr13,d81
1933,hr14,d81
1934,hr15,d81
1935,hr16,d81
1936,hr17,d81
1937,hr18,d81
1938,hr19,d81
1939,hr20,d81
1940,hr21,d81
1941,hr22,d81
1942,hr23,d81
1943,hr24,d81
1944,hr1,d82
1945,hr2,d82
1946,hr3,d82
1947,hr4,d82
1948,hr5,d82
1949,hr6,d82
1950,hr7,d82
1951,hr8,d82
1952,hr9,d82
1953,hr10,d82
1954,hr11,d82
1955,hr12,d82
1956,hr13,d82
1957,hr14,d82
1958,hr15,d82
1959,hr16,d82
1960,hr17,d82
1961,hr18,d82
1962,hr19,d82
1963,hr20,d82
1964,hr21,d82
1965,hr22,d82
1966,hr23,d82
1967,hr24,d82
1968,hr1,d83
1969,hr2,d83
1970,hr3,d83
1971,hr4,d83
1972,hr5,d83
1973,hr6,d83
1974,hr7,d83
1975,hr8,d83
1976,hr9,d83
1977,hr10,d83
1978,hr11,d83
1979,hr12,d83
1980,hr13,d83
1981,hr14,d83
1982,hr15,d83
1983,hr16,d83
1984,hr17,d83
1985,hr18,d83
1986,hr19,d83
1987,hr20,d83
1988,hr21,d83
1989,hr22,d83
1990,hr23,d83
1991,hr24,d83
1992,hr1,d84
1993,hr2,d84
1994,hr3,d84
1995,hr4,d84
1996,hr5,d84
1997,hr6,d84
1998,hr7,d84
1999,hr8,d84
2000,hr9,d84
2001,hr10,d84
2002,hr11,d84
2003,hr12,d84
2004,hr13,d84
2005,hr14,d84
2006,hr15,d84
2007,hr16,d84
2008,hr17,d84
2009,hr18,d84
2010,hr19,d84
2011,hr20,d84
2012,hr21,d84
2013,hr22,d84
2014,hr23,d84
2015,hr24,d84
2016,hr1,d85
2017,hr2,d85
2018,hr3,d85
2019,hr4,d85
2020,hr5,d85
2021,hr6,d85
2022,hr7,d85
2023,hr8,d85
2024,hr9,d85
2025,hr10,d85
2026,hr11,d85
2027,hr12,d85
2028,hr13,d85
2029,hr14,d85
2030,hr15,d85
2031,hr16,d85
2032,hr17,d85
2033,hr18,d85
2034,hr19,d85
2035,hr20,d85
2036,hr21,d85
2037,hr22,d85
2038,hr23,d85
2039,hr24,d85
2040,hr1,d86
2041,hr2,d86
2042,hr3,d86
2043,hr4,d86
2044,hr5,d86
2045,hr6,d86
2046,hr7,d86
2047,hr8,d86
2048,hr9,d86
2049,hr10,d86
2050,hr11,d86
2051,hr12,d86
2052,hr13,d86
2053,hr14,d86
2054,hr15,d86
2055,hr16,d86
2056,hr17,d86
2057,hr18,d86
2058,hr19,d86
2059,hr20,d86
2060,hr21,d86
2061,hr22,d86
2062,hr23,d86
2063,hr24,d86
2064,hr1,d87
2065,hr2,d87
2066,hr3,d87
2067,hr4,d87
2068,hr5,d87
2069,hr6,d87
2070,hr7,d87
2071,hr8,d87
2072,hr9,d87
2073,hr10,d87
2074,hr11,d87
2075,hr12,d87
2076,hr13,d87
2077,hr14,d87
2078,hr15,d87
2079,hr16,d87
2080,hr17,d87
2081,hr18,d87
2082,hr19,d87
2083,hr20,d87
2084,hr21,d87
2085,hr22,d87
2086,hr23,d87
2087,hr24,d87
2088,hr1,d88
2089,hr2,d88
2090,hr3,d88
2091,hr4,d88
2092,hr5,d88
2093,hr6,d88
2094,hr7,d88
2095,hr8,d88
2096,hr9,d88
2097,hr10,d88
2098,hr11,d88
2099,hr12,d88
2100,hr13,d88
2101,hr14,d88
2102,hr15,d88
2103,hr16,d88
2104,hr17,d88
2105,hr18,d88
2106,hr19,d88
2107,hr20,d88
2108,hr21,d88
2109,hr22,d88
2110,hr23,d88
2111,hr24,d88
2112,hr1,d89
2113,hr2,d89
2114,hr3,d89
2115,hr4,d89
2116,hr5,d89
2117,hr6,d89
2118,hr7,d89
2119,hr8,d89
2120,hr9,d89
2121,hr10,d89
2122,hr11,d89
2123,hr12,d89
2124,hr13,d89
2125,hr14,d89
2126,hr15,d89
2127,hr16,d89
2128,hr17,d89
2129,hr18,d89
2130,hr19,d89
2131,hr20,d89
2132,hr21,d89
2133,hr22,d89
2134,hr23,d89
2135,hr24,d89
2136,hr1,d90
2137,hr2,d90
2138,hr3,d90
2139,hr4,d90
2140,hr5,d90
2141,hr6,d90
2142,hr7,d90
2143,hr8,d90
2144,hr9,d90
2145,hr10,d90
2146,hr11,d90
2147,hr12,d90
2148,hr13,d90
2149,hr14,d90
2150,hr15,d90
2151,hr16,d90
2152,hr17,d90
2153,hr18,d90
2154,hr19,d90
2155,hr20,d90
2156,hr21,d90
2157,hr22,d90
2158,hr23,d90
2159,hr24,d90
2160,hr1,d91
2161,hr2,d91
2162,hr3,d91
2163,hr4,d91
2164,hr5,d91
2165,hr6,d91
2166,hr7,d91
2167,hr8,d91
2168,hr9,d91
2169,hr10,d91
2170,hr11,d91
2171,hr12,d91
2172,hr13,d91
2173,hr14,d91
2174,hr15,d91
2175,hr16,d91
2176,hr17,d91
2177,hr18,d91
2178,hr19,d91
2179,hr20,d91
2180,hr21,d91
2181,hr22,d91
2182,hr23,d91
2183,hr24,d91
2184,hr1,d92
2185,hr2,d92
2186,hr3,d92
2187,hr4,d92
2188,hr5,d92
2189,hr6,d92
2190,hr7,d92
2191,hr8,d92
2192,hr9,d92
2193,hr10,d92
2194,hr11,d92
2195,hr12,d92
2196,hr13,d92
2197,hr14,d92
2198,hr15,d92
2199,hr16,d92
2200,hr17,d92
2201,hr18,d92
2202,hr19,d92
2203,hr20,d92
2204,hr21,d92
2205,hr22,d92
2206,hr23,d92
2207,hr24,d92
2208,hr1,d93
2209,hr2,d93
2210,hr3,d93
2211,hr4,d93
2212,hr5,d93
2213,hr6,d93
2214,hr7,d93
2215,hr8,d93
2216,hr9,d93
2217,hr10,d93
2218,hr11,d93
2219,hr12,d93
2220,hr13,d93
2221,hr14,d93
2222,hr15,d93
2223,hr16,d93
2224,hr17,d93
2225,hr18,d93
2226,hr19,d93
2227,hr20,d93
2228,hr21,d93
2229,hr22,d93
2230,hr23,d93
2231,hr24,d93
2232,hr1,d94
2233,hr2,d94
2234,hr3,d94
2235,hr4,d94
2236,hr5,d94
2237,hr6,d94
2238,hr7,d94
2239,hr8,d94
2240,hr9,d94
2241,hr10,d94
2242,hr11,d94
2243,hr12,d94
2244,hr13,d94
2245,hr14,d94
2246,hr15,d94
2247,hr16,d94
2248,hr17,d94
2249,hr18,d94
2250,hr19,d94
2251,hr20,d94
2252,hr21,d94
2253,hr22,d94
2254,hr23,d94
2255,hr24,d94
2256,hr1,d95
2257,hr2,d95
2258,hr3,d95
2259,hr4,d95
2260,hr5,d95
2261,hr6,d95
2262,hr7,d95
2263,hr8,d95
2264,hr9,d95
2265,hr10,d95
2266,hr11,d95
2267,hr12,d95
2268,hr13,d95
2269,hr14,d95
2270,hr15,d95
2271,hr16,d95
2272,hr17,d95
2273,hr18,d95
2274,hr19,d95
2275,hr20,d95
2276,hr21,d95
2277,hr22,d95
2278,hr23,d95
2279,hr24,d95
2280,hr1,d96
2281,hr2,d96
2282,hr3,d96
2283,hr4,d96
2284,hr5,d96
2285,hr6,d96
2286,hr7,d96
2287,hr8,d96
2288,hr9,d96
2289,hr10,d96
2290,hr11,d96
2291,hr12,d96
2292,hr13,d96
2293,hr14,d96
2294,hr15,d96
2295,hr16,d96
2296,hr17,d96
2297,hr18,d96
2298,hr19,d96
2299,hr20,d96
2300,hr21,d96
2301,hr22,d96
2302,hr23,d96
2303,hr24,d96
2304,hr1,d97
2305,hr2,d97
2306,hr3,d97
2307,hr4,d97
2308,hr5,d97
2309,hr6,d97
2310,hr7,d97
2311,hr8,d97
2312,hr9,d97
2313,hr10,d97
2314,hr11,d97
2315,hr12,d97
2316,hr13,d97
2317,hr14,d97
2318,hr15,d97
2319,hr16,d97
2320,hr17,d97
2321,hr18,d97
2322,hr19,d97
2323,hr20,d97
2324,hr21,d97
2325,hr22,d97
2326,hr23,d97
2327,hr24,d97
2328,hr1,d98
2329,hr2,d98
2330,hr3,d98
2331,hr4,d98
2332,hr5,d98
2333,hr6,d98
2334,hr7,d98
2335,hr8,d98
2336,hr9,d98
2337,hr10,d98
2338,hr11,d98
2339,hr12,d98
2340,hr13,d98
2341,hr14,d98
2342,hr15,d98
2343,hr16,d98
2344,hr17,d98
2345,hr18,d98
2346,hr19,d98
2347,hr20,d98
2348,hr21,d98
2349,hr22,d98
2350,hr23,d98
2351,hr24,d98
2352,hr1,d99
2353,hr2,d99
2354,hr3,d99
2355,hr4,d99
2356,hr5,d99
2357,hr6,d99
2358,hr7,d99
2359,hr8,d99
2360,hr9,d99
2361,hr10,d99
2362,hr11,d99
2363,hr12,d99
2364,hr13,d99
2365,hr14,d99
2366,hr15,d99
2367,hr16,d99
2368,hr17,d99
2369,hr18,d99
2370,hr19,d99
2371,hr20,d99
2372,hr21,d99
2373,hr22,d99
2374,hr23,d99
2375,hr24,d99
2376,hr1,d100
2377,hr2,d100
2378,hr3,d100
2379,hr4,d100
2380,hr5,d100
2381,hr6,d100
2382,hr7,d100
2383,hr8,d100
2384,hr9,d100
2385,hr10,d100
2386,hr11,d100
2387,hr12,d100
2388,hr13,d100
2389,hr14,d100
2390,hr15,d100
2391,hr16,d100
2392,hr17,d100
2393,hr18,d100
2394,hr19,d100
2395,hr20,d100
2396,hr21,d100
2397,hr22,d100
2398,hr23,d100
2399,hr24,d100
2400,hr1,d101
2401,hr2,d101
2402,hr3,d101
2403,hr4,d101
2404,hr5,d101
2405,hr6,d101
2406,hr7,d101
2407,hr8,d101
2408,hr9,d101
2409,hr10,d101
2410,hr11,d101
2411,hr12,d101
2412,hr13,d101
2413,hr14,d101
2414,hr15,d101
2415,hr16,d101
2416,hr17,d101
2417,hr18,d101
2418,hr19,d101
2419,hr20,d101
2420,hr21,d101
2421,hr22,d101
2422,hr23,d101
2423,hr24,d101
2424,hr1,d102
2425,hr2,d102
2426,hr3,d102
2427,hr4,d102
2428,hr5,d102
2429,hr6,d102
2430,hr7,d102
2431,hr8,d102
2432,hr9,d102
2433,hr10,d102
2434,hr11,d102
2435,hr12,d102
2436,hr13,d102
2437,hr14,d102
2438,hr15,d102
2439,hr16,d102
2440,hr17,d102
2441,hr18,d102
2442,hr19,d102
2443,hr20,d102
2444,hr21,d102
2445,hr22,d102
2446,hr23,d102
2447,hr24,d102
2448,hr1,d103
2449,hr2,d103
2450,hr3,d103
2451,hr4,d103
2452,hr5,d103
2453,hr6,d103
2454,hr7,d103
2455,hr8,d103
2456,hr9,d103
2457,hr10,d103
2458,hr11,d103
2459,hr12,d103
2460,hr13,d103
2461,hr14,d103
2462,hr15,d103
2463,hr16,d103
2464,hr17,d103
2465,hr18,d103
2466,hr19,d103
2467,hr20,d103
2468,hr21,d103
2469,hr22,d103
2470,hr23,d103
2471,hr24,d103
2472,hr1,d104
2473,hr2,d104
2474,hr3,d104
2475,hr4,d104
2476,hr5,d104
2477,hr6,d104
2478,hr7,d104
2479,hr8,d104
2480,hr9,d104
2481,hr10,d104
2482,hr11,d104
2483,hr12,d104
2484,hr13,d104
2485,hr14,d104
2486,hr15,d104
2487,hr16,d104
2488,hr17,d104
2489,hr18,d104
2490,hr19,d104
2491,hr20,d104
2492,hr21,d104
2493,hr22,d104
2494,hr23,d104
2495,hr24,d104
2496,hr1,d105
2497,hr2,d105
2498,hr3,d105
2499,hr4,d105
2500,hr5,d105
2501,hr6,d105
2502,hr7,d105
2503,hr8,d105
2504,hr9,d105
2505,hr10,d105
2506,hr11,d105
2507,hr12,d105
2508,hr13,d105
2509,hr14,d105
2510,hr15,d105
2511,hr16,d105
2512,hr17,d105
2513,hr18,d105
2514,hr19,d105
2515,hr20,d105
2516,hr21,d105
2517,hr22,d105
2518,hr23,d105
2519,hr24,d105
2520,hr1,d106
2521,hr2,d106
2522,hr3,d106
2523,hr4,d106
2524,hr5,d106
2525,hr6,d106
2526,hr7,d106
2527,hr8,d106
2528,hr9,d106
2529,hr10,d106
2530,hr11,d106
2531,hr12,d106
2532,hr13,d106
2533,hr14,d106
2534,hr15,d106
2535,hr16,d106
2536,hr17,d106
2537,hr18,d106
2538,hr19,d106
2539,hr20,d106
2540,hr21,d106
2541,hr22,d106
2542,hr23,d106
2543,hr24,d106
2544,hr1,d107
2545,hr2,d107
2546,hr3,d107
2547,hr4,d107
2548,hr5,d107
2549,hr6,d107
2550,hr7,d107
2551,hr8,d107
2552,hr9,d107
2553,hr10,d107
2554,hr11,d107
2555,hr12,d107
2556,hr13,d107
2557,hr14,d107
2558,hr15,d107
2559,hr16,d107
2560,hr17,d107
2561,hr18,d107
2562,hr19,d107
2563,hr20,d107
2564,hr21,d107
2565,hr22,d107
2566,hr23,d107
2567,hr24,d107
2568,hr1,d108
2569,hr2,d108
2570,hr3,d108
2571,hr4,d108
2572,hr5,d108
2573,hr6,d108
2574,hr7,d108
2575,hr8,d108
2576,hr9,d108
2577,hr10,d108
2578,hr11,d108
2579,hr12,d108
2580,hr13,d108
2581,hr14,d108
2582,hr15,d108
2583,hr16,d108
2584,hr17,d108
2585,hr18,d108
2586,hr19,d108
2587,hr20,d108
2588,hr21,d108
2589,hr22,d108
2590,hr23,d108
2591,hr24,d108
2592,hr1,d109
2593,hr2,d109
2594,hr3,d109
2595,hr4,d109
2596,hr5,d109
2597,hr6,d109
2598,hr7,d109
2599,hr8,d109
2600,hr9,d109
2601,hr10,d109
2602,hr11,d109
2603,hr12,d109
2604,hr13,d109
2605,hr14,d109
2606,hr15,d109
2607,hr16,d109
2608,hr17,d109
2609,hr18,d109
2610,hr19,d109
2611,hr20,d109
2612,hr21,d109
2613,hr22,d109
2614,hr23,d109
2615,hr24,d109
2616,hr1,d110
2617,hr2,d110
2618,hr3,d110
2619,hr4,d110
2620,hr5,d110
2621,hr6,d110
2622,hr7,d110
2623,hr8,d110
2624,hr9,d110
2625,hr10,d110
2626,hr11,d110
2627,hr12,d110
2628,hr13,d110
2629,hr14,d110
2630,hr15,d110
2631,hr16,d110
2632,hr17,d110
2633,hr18,d110
2634,hr19,d110
2635,hr20,d110
2636,hr21,d110
2637,hr22,d110
2638,hr23,d110
2639,hr24,d110
2640,hr1,d111
2641,hr2,d111
2642,hr3,d111
2643,hr4,d111
2644,hr5,d111
2645,hr6,d111
2646,hr7,d111
2647,hr8,d111
2648,hr9,d111
2649,hr10,d111
2650,hr11,d111
2651,hr12,d111
2652,hr13,d111
2653,hr14,d111
2654,hr15,d111
2655,hr16,d111
2656,hr17,d111
2657,hr18,d111
2658,hr19,d111
2659,hr20,d111
2660,hr21,d111
2661,hr22,d111
2662,hr23,d111
2663,hr24,d111
2664,hr1,d112
2665,hr2,d112
2666,hr3,d112
2667,hr4,d112
2668,hr5,d112
2669,hr6,d112
2670,hr7,d112
2671,hr8,d112
2672,hr9,d112
2673,hr10,d112
2674,hr11,d112
2675,hr12,d112
2676,hr13,d112
2677,hr14,d112
2678,hr15,d112
2679,hr16,d112
2680,hr17,d112
2681,hr18,d112
2682,hr19,d112
2683,hr20,d112
2684,hr21,d112
2685,hr22,d112
2686,hr23,d112
2687,hr24,d112
2688,hr1,d113
2689,hr2,d113
2690,hr3,d113
2691,hr4,d113
2692,hr5,d113
2693,hr6,d113
2694,hr7,d113
2695,hr8,d113
2696,hr9,d113
2697,hr10,d113
2698,hr11,d113
2699,hr12,d113
2700,hr13,d113
2701,hr14,d113
2702,hr15,d113
2703,hr16,d113
2704,hr17,d113
2705,hr18,d113
2706,hr19,d113
2707,hr20,d113
2708,hr21,d113
2709,hr22,d113
2710,hr23,d113
2711,hr24,d113
2712,hr1,d114
2713,hr2,d114
2714,hr3,d114
2715,hr4,d114
2716,hr5,d114
2717,hr6,d114
2718,hr7,d114
2719,hr8,d114
2720,hr9,d114
2721,hr10,d114
2722,hr11,d114
2723,hr12,d114
2724,hr13,d114
2725,hr14,d114
2726,hr15,d114
2727,hr16,d114
2728,hr17,d114
2729,hr18,d114
2730,hr19,d114
2731,hr20,d114
2732,hr21,d114
2733,hr22,d114
2734,hr23,d114
2735,hr24,d114
2736,hr1,d115
2737,hr2,d115
2738,hr3,d115
2739,hr4,d115
2740,hr5,d115
2741,hr6,d115
2742,hr7,d115
2743,hr8,d115
2744,hr9,d115
2745,hr10,d115
2746,hr11,d115
2747,hr12,d115
2748,hr13,d115
2749,hr14,d115
2750,hr15,d115
2751,hr16,d115
2752,hr17,d115
2753,hr18,d115
2754,hr19,d115
2755,hr20,d115
2756,hr21,d115
2757,hr22,d115
2758,hr23,d115
2759,hr24,d115
2760,hr1,d116
2761,hr2,d116
2762,hr3,d116
2763,hr4,d116
2764,hr5,d116
2765,hr6,d116
2766,hr7,d116
2767,hr8,d116
2768,hr9,d116
2769,hr10,d116
2770,hr11,d116
2771,hr12,d116
2772,hr13,d116
2773,hr14,d116
2774,hr15,d116
2775,hr16,d116
2776,hr17,d116
2777,hr18,d116
2778,hr19,d116
2779,hr20,d116
2780,hr21,d116
2781,hr22,d116
2782,hr23,d116
2783,hr24,d116
2784,hr1,d117
2785,hr2,d117
2786,hr3,d117
2787,hr4,d117
2788,hr5,d117
2789,hr6,d117
2790,hr7,d117
2791,hr8,d117
2792,hr9,d117
2793,hr10,d117
2794,hr11,d117
2795,hr12,d117
2796,hr13,d117
2797,hr14,d117
2798,hr15,d117
2799,hr16,d117
2800,hr17,d117
2801,hr18,d117
2802,hr19,d117
2803,hr20,d117
2804,hr21,d117
2805,hr22,d117
2806,hr23,d117
2807,hr24,d117
2808,hr1,d118
2809,hr2,d118
2810,hr3,d118
2811,hr4,d118
2812,hr5,d118
2813,hr6,d118
2814,hr7,d118
2815,hr8,d118
2816,hr9,d118
2817,hr10,d118
2818,hr11,d118
2819,hr12,d118
2820,hr13,d118
2821,hr14,d118
2822,hr15,d118
2823,hr16,d118
2824,hr17,d118
2825,hr18,d118
2826,hr19,d118
2827,hr20,d118
2828,hr21,d118
2829,hr22,d118
2830,hr23,d118
2831,hr24,d118
2832,hr1,d119
2833,hr2,d119
2834,hr3,d119
2835,hr4,d119
2836,hr5,d119
2837,hr6,d119
2838,hr7,d119
2839,hr8,d119
2840,hr9,d119
2841,hr10,d119
2842,hr11,d119
2843,hr12,d119
2844,hr13,d119
2845,hr14,d119
2846,hr15,d119
2847,hr16,d119
2848,hr17,d119
2849,hr18,d119
2850,hr19,d119
2851,hr20,d119
2852,hr21,d119
2853,hr22,d119
2854,hr23,d119
2855,hr24,d119
2856,hr1,d120
2857,hr2,d120
2858,hr3,d120
2859,hr4,d120
2860,hr5,d120
2861,hr6,d120
2862,hr7,d120
2863,hr8,d120
2864,hr9,d120
2865,hr10,d120
2866,hr11,d120
2867,hr12,d120
2868,hr13,d120
2869,hr14,d120
2870,hr15,d120
2871,hr16,d120
2872,hr17,d120
2873,hr18,d120
2874,hr19,d120
2875,hr20,d120
2876,hr21,d120
2877,hr22,d120
2878,hr23,d120
2879,hr24,d120
2880,hr1,d121
2881,hr2,d121
2882,hr3,d121
2883,hr4,d121
2884,hr5,d121
2885,hr6,d121
2886,hr7,d121
2887,hr8,d121
2888,hr9,d121
2889,hr10,d121
2890,hr11,d121
2891,hr12,d121
2892,hr13,d121
2893,hr14,d121
2894,hr15,d121
